sentence,actual_label,predicted_label
John has a hole in his quilt's upper right-hand corner.,0,acceptable
The magician vanished a rabbit into thin air.,0,unacceptable
We ate at.,0,unacceptable
I put.,0,unacceptable
Nathan showed to Benjamin it.,0,unacceptable
Fred offered the ball over Molly.,0,unacceptable
What did Bill cook and wash the dishes?,0,unacceptable
It's probable in general that he understands what's going on.,0,acceptable
Us love their.,0,unacceptable
Here is the snowball which I chased the boy who threw at our teacher.,0,unacceptable
I lent Tony the book partway.,0,acceptable
I inquired John to like his beer.,0,unacceptable
Cynthia devoured at the pizza .,0,unacceptable
Jerry has a blemish on the end of his sister's nose.,0,unacceptable
"He gets angry, the longer John has to wait.",0,unacceptable
Louis begged Kate that she leave her job.,0,unacceptable
Cats touch easily.,0,acceptable
I know two men behind myself.,0,unacceptable
Was been hit by Bill by the baseball.,0,unacceptable
Speaking not English is a disadvantage.,0,acceptable
"Despite of his limited educational opportunities, Abraham Lincoln became one of the greatest intellectuals in the world.",0,unacceptable
I want Bradley that left.,0,unacceptable
The imposition of the government of a fine.,0,unacceptable
Jean moved at the table.,0,unacceptable
I weighed the package ten pounds.,0,unacceptable
"The sooner you call, the more carefully I know a man that will word the letter.",0,unacceptable
Did Medea poison who?,0,unacceptable
Bill dried at the clothes.,0,unacceptable
John is prouder of having gone than John expected me not to believe he would be.,0,unacceptable
John convinced to sleep.,0,unacceptable
Celia brushed.,0,acceptable
What she considers is John proud of his work.,0,unacceptable
Mary prefers that Bill will come.,0,unacceptable
Sally enough eats caviar.,0,unacceptable
Jean moved at the table.,0,unacceptable
"I know which book Max read, and which book Oscar hasn't done so.",0,unacceptable
"Ron wanted to wear a tuxedo to the party, but wear a tuxedo to the party Caspar couldn't decide whether to.",0,unacceptable
"Sally might be, and I know a girl who definitely is pregnant.",0,acceptable
Who did that Plato loved prove to be his undoing.,0,unacceptable
Bill cried Sue to sleep.,0,unacceptable
I sent she away.,0,unacceptable
Those are the folks that you just solve this problem and you'll be able to put them on ice.,0,unacceptable
He liked Anson.,0,acceptable
Readings Shakespeare satisfied me,0,unacceptable
The student met John came.,0,unacceptable
The man who I gave John this picture of was bald.,0,unacceptable
John hurt John with John's umbrella when John tried to open it.,0,acceptable
She held the paper from him.,0,acceptable
It has raining every day for the last week.,0,unacceptable
I lent the book all the way to Tony.,0,unacceptable
Mary thinks whether Bill will come.,0,unacceptable
That John coughs loves Bill.,0,unacceptable
I doubt if you to help me in understanding this.,0,unacceptable
Linda winked her nose.,0,unacceptable
Jason intended for he to learn magic.,0,unacceptable
What did Bill confirm that Roger had eaten?,0,acceptable
There ran a little boy in the yard.,0,acceptable
Bill and Mary washed himself.,0,unacceptable
I sent she away.,0,unacceptable
Paula spanked her right hand into the naughty child.,0,unacceptable
There run many people.,0,unacceptable
"The contestant, who is the judge's brother-in-law, who won the first prize sang dreadfully.",0,unacceptable
The children were in their rooms or happily.,0,unacceptable
This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.,0,unacceptable
The song sang.,0,acceptable
Nathan showed to Benjamin it.,0,unacceptable
I washed me.,0,unacceptable
Jason killed.,0,acceptable
Which boy's guardian's did we elect employer president?,0,unacceptable
The pitchfork loaded the truck.,0,unacceptable
Who did you believe that to kiss seemed wrong?,0,unacceptable
"Because never had Sir Thomas been so offended, Mr Yates left.",0,acceptable
Aunt Mary made the boys all a good mother.,0,unacceptable
The Ferrari which Pietro bought from me and Sofia adores him cost him a bundle.,0,unacceptable
"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?",0,unacceptable
Carmen obtained a spare part to Mary.,0,unacceptable
The thief stole Mr. Smith the painting.,0,unacceptable
He's the happiest that we ever talked to the boy who had seen him.,0,unacceptable
"Bill seems to be obnoxious, but I don't think that Sam tends.",0,unacceptable
She always wore herself.,0,unacceptable
Sam may be had been interrogating by the FBI.,0,unacceptable
Which books did Robin talk to Chris and read?,0,unacceptable
John didn't see Mary and Bill Sue.,0,unacceptable
It is Kim on whom that Sandy relies.,0,acceptable
Which temple did Athena contemplate the reason that her devotees had built?,0,acceptable
Bill kissed herself.,0,unacceptable
He will eats deep fried muffins.,0,unacceptable
That that John showed up pleased her was obvious.,0,acceptable
Tamara poured the bowl with water.,0,unacceptable
Cynthia munched at peaches.,0,acceptable
Who did you ask whether Mary knows why John likes?,0,unacceptable
I do not be happy.,0,unacceptable
I have half a dozen of these marbles too many.,0,unacceptable
We ate at.,0,unacceptable
She always wore.,0,unacceptable
Connie has become of the opinion that we should get out.,0,acceptable
Aunt Mary made the boys all a good mother.,0,unacceptable
What kind cf parakeets are they investigating all people owning?,0,unacceptable
Jason arrived by Medea.,0,unacceptable
He washed myself.,0,unacceptable
Conflict engenders.,0,acceptable
"Clearly, John immediately will probably learn French perfectly.",0,unacceptable
The door hit.,0,unacceptable
They expected us to should leave him.,0,unacceptable
Brown equipped a camera next to Jones.,0,acceptable
Joe is taller than I think Mary.,0,unacceptable
He's the happiest that I've ever seen him drunk and.,0,unacceptable
The secretary transcribed the record with the speech.,0,unacceptable
Rich we have impeccable taste.,0,unacceptable
"The contestant, who is the judge's brother-in-law, who won the first prize sang dreadfully.",0,unacceptable
Kim alienated cats and beaten his dog.,0,unacceptable
John placed him busy.,0,unacceptable
Which city and to which conference did Bill go to?,0,unacceptable
Melissa searched a clue in the papers.,0,acceptable
Brown equipped a camera next to Jones.,0,acceptable
On the line there are drying a lot of clothes.,0,unacceptable
There ran a little boy in the yard.,0,acceptable
Someone did Medea poison.,0,unacceptable
Carla shoveled the walk of snow.,0,unacceptable
I praised.,0,acceptable
Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,0,acceptable
Not more reliable a man could be found.,0,acceptable
I don't know the boy the flowers who Mary gave to.,0,unacceptable
"They want to hire someone who speaks a Balkan language, but I don't know which language.",0,acceptable
Which trombone did the nurse polish and?,0,unacceptable
I believe that the problem is not easy to be obvious.,0,unacceptable
This rock is too heavy for me to begin to decide about helping Bob to try to pick up.,0,unacceptable
I dislike it for him to tickle myself.,0,unacceptable
the my dog is a terrier.,0,unacceptable
John made Mary cooking Korean food.,0,unacceptable
"The harder it rains, the faster who runs?",0,unacceptable
John kisses often Mary.,0,unacceptable
This doll is hard to see it.,0,unacceptable
This building got than that one.,0,unacceptable
This fact is key.,0,acceptable
Tony broke the wall with the cup.,0,acceptable
The handle detached from the box.,0,acceptable
"The lady singing with a boy is a genius, isn't she?",0,acceptable
Who did you say my talking to would bother Hilary?,0,acceptable
The thief chased.,0,acceptable
Sodium is a little too peppy for me to want to try mixing and water in a teacup.,0,unacceptable
John is eager to find.,0,unacceptable
Peter is the old pigs.,0,unacceptable
John perfectly shot the ball.,0,acceptable
1 put the book after the party on the table.,0,unacceptable
The kennel in which Mary made and Fido sleeps has been stolen.,0,unacceptable
That new handle detaches from the box easily.,0,acceptable
I lent the book most of the way to Tony.,0,acceptable
John convinced there to be several firemen available.,0,unacceptable
Martha carved the piece of wood from a branch into a toy.,0,acceptable
Tuesday was slept on by George Washington.,0,unacceptable
To which man did you talk to?,0,unacceptable
The house constructed.,0,unacceptable
New York was slept in.,0,unacceptable
What Henry found is Bill sad.,0,unacceptable
The kennel in which Mary made and Fido sleeps has been stolen.,0,unacceptable
Kim put the book.,0,unacceptable
John studied carefully Russian.,0,unacceptable
"I'll turn the radio down, but I won't up.",0,unacceptable
Kiss pigs is my happiest memory,0,unacceptable
Goes John to school?,0,unacceptable
She knocked himself on the head with a zucchini.,0,unacceptable
There arrived by Medea.,0,unacceptable
We talked about that our perspectives had changed over the years and the issues we had worked on as students.,0,unacceptable
Sam offered the ball off the shelf.,0,acceptable
"They can't stand each other, them.",0,unacceptable
I enjoy him taking a bath.,0,unacceptable
The box at once contained the ball.,0,acceptable
It is vital that we will study everyday.,0,unacceptable
The committee hasn't yet made up their mind.,0,unacceptable
There is any book by Chomsky in this library.,0,unacceptable
I gave a picture of a covered bridge and to my sister a hundred hikers from Hoboken.,0,unacceptable
Who do you regret saw you?,0,unacceptable
Who does Phineas know a girl working with?,0,unacceptable
They have no old.,0,unacceptable
I gave Jack Ed's picture of myself.,0,acceptable
Rub the cloth on the baby asleep.,0,unacceptable
Paula spanked her right hand against the naughty child.,0,unacceptable
My eyes are itching my brother.,0,unacceptable
"Near everyone Angleton did, Dulles stood.",0,unacceptable
The politician denied how the opponent was poisoned.,0,unacceptable
The store staffed with employees.,0,unacceptable
Any pilot must be flying this plane.,0,acceptable
"Because in came Aunt Norris, Fanny stopped talking.",0,unacceptable
The hot potato had several hundred people yelling for me to put it down gently.,0,acceptable
To please John is eager.,0,unacceptable
The squirrel ran straight quickly.,0,unacceptable
She knocked himself on the head with a zucchini.,0,unacceptable
Constant reading Shakespeare satisfied me,0,unacceptable
Seven more came in after ten soldiers had left.,0,acceptable
John placed the flute the table.,0,unacceptable
John learned French immediately perfectly.,0,unacceptable
I noticed car in the driveway last night your friend from Boston.,0,unacceptable
The committee has all now resigned.,0,acceptable
Heidi investigated that John ate the cauliflower.,0,acceptable
He's the bit of a gossip.,0,unacceptable
Has not the potion worked,0,acceptable
The picture of no one hung upon any wall.,0,acceptable
Peter is the old pigs.,0,unacceptable
They are readable of the paper.,0,unacceptable
The tornadoes that tear through this county every spring is more than just a nuisance.,0,unacceptable
Pat cured of pneumonia.,0,unacceptable
much armchair is needed.,0,unacceptable
"Any student, who wears socks, is a swinger.",0,unacceptable
I am having eaten seaweed.,0,unacceptable
Marlene dressed her body.,0,acceptable
Where did you give the ball?,0,acceptable
The more people I ask what he will give to the more he reads.,0,unacceptable
Phyllis lingered Sasha over lunch.,0,unacceptable
The room contains many furniture.,0,unacceptable
"The more articles he reads, the fewer people he thinks that will go into linguistics.",0,acceptable
John met in the park a student.,0,unacceptable
Every student answered any question.,0,unacceptable
"I know which book Mag read, and which book Bob asked why you hadn't.",0,unacceptable
Carol carved the tree on the branch.,0,unacceptable
The UN blamed global warming on humans on natural causes.,0,unacceptable
Only the travelers who anybody has ever robbed don't carry machetes.,0,unacceptable
They said him to be rich.,0,unacceptable
The spoon ate the ice cream.,0,unacceptable
"The more John eats, the tighter keep your mouth shut about it.",0,unacceptable
It is deadly afraid of flying that John became.,0,unacceptable
The car had a yellow collar on the dog which it injured.,0,unacceptable
I sought the woods for game.,0,acceptable
Yesterday John talked to any woman.,0,unacceptable
The student knowing the answers.,0,unacceptable
Tamara poured the bowl with water.,0,unacceptable
Fifteen dollars in a week are not much.,0,unacceptable
Wash himself.,0,unacceptable
It seems to be a fountain in the park.,0,acceptable
Carrie touched the stick through.,0,unacceptable
Who do you regret you saw?,0,unacceptable
Sally wishes that everyone would praise herself.,0,unacceptable
You give every senator enough opportunity and he will succumb to corruption.,0,acceptable
Dogs chase.,0,acceptable
I sent Bill money to Mary to Sam.,0,unacceptable
The students looked the high stairs up.,0,unacceptable
Bill kissed herself.,0,unacceptable
Kiss himself.,0,acceptable
The squirrel is right angry.,0,acceptable
I considered Fred after the party crazy.,0,unacceptable
I stalked for game in the woods.,0,acceptable
Because in came Aunt Norris Fanny stopped talking.,0,unacceptable
He's the happiest that I've ever seen him drunk and.,0,unacceptable
Linda winked his eye.,0,unacceptable
John is not more reliable a fellow than Bill.,0,acceptable
him belief that Mary kissed Bill is mistaken.,0,unacceptable
Him book,0,unacceptable
I heard John's criticism of myself.,0,acceptable
The box contained the ball to the ground.,0,unacceptable
it convinced Bill that Mary should sleep.,0,unacceptable
Jennie smiled the sandwich.,0,unacceptable
The cook boned the fish of its backbone.,0,unacceptable
Dry the baby with the cloth torn.,0,unacceptable
Fred knows which politician for her to vote for.,0,unacceptable
John leftn't the party early.,0,unacceptable
Amanda drove at the package.,0,unacceptable
John wonders where him to go.,0,unacceptable
They want to are kind to her.,0,unacceptable
Nora sent at the book to Peter.,0,unacceptable
the box contains little tool.,0,unacceptable
The bed was fallen on by the dust.,0,unacceptable
I wanted he should leave.,0,unacceptable
What Medea believed was Jason to be a murderer.,0,unacceptable
Five pounds are a lot of money.,0,acceptable
"Stories about himself seem to show up more on the evening news, the more that John gets upset by them.",0,acceptable
Bill sent London a package.,0,acceptable
Gary and Kevin ran himself into exhaustion.,0,unacceptable
The proposal did be endorsed by Clinton.,0,unacceptable
They said him to be rich.,0,unacceptable
"The louder who talks, the angrier you get?",0,unacceptable
How brave they must believe the claim that you are!,0,acceptable
There soared oil in price.,0,unacceptable
Kim beaten his dog and alienates cats.,0,unacceptable
John meets often Mary.,0,unacceptable
I loved intensely the policeman with all my heart.,0,unacceptable
The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.,0,unacceptable
I'm glad I saw anybody.,0,unacceptable
Sodium is a little too peppy for me to want to try mixing and water in a teacup.,0,unacceptable
The silversmith pounded on the metal flat.,0,acceptable
I gave Jack Ed's picture of myself.,0,acceptable
The authorities charged the students of the cheating.,0,unacceptable
"Always, any lion is majestic.",0,acceptable
I whipped the eggs from a puddle into a froth.,0,acceptable
Amanda carried at the package to New York.,0,unacceptable
I've seen as much of a coward as Frank.,0,acceptable
Who do you regret you saw?,0,unacceptable
I kicked yourself,0,unacceptable
Who does Phineas know a girl working with?,0,unacceptable
In the box put John the book.,0,unacceptable
Constant reading Shakespeare satisfied me,0,acceptable
I must can eat plums.,0,unacceptable
Headway was unmade.,0,acceptable
Kim has wondered that Gary stayed in the room.,0,unacceptable
I wonder who what bought?,0,unacceptable
I saw Mary and downtown yesterday your friend from Boston.,0,unacceptable
I read these big three books.,0,acceptable
"His expectations lower, the higher the stakes.",0,acceptable
We elected the man who he had brought with him president.,0,unacceptable
John expect to must leave.,0,unacceptable
What she did was know this theory.,0,unacceptable
The man's standing over there hat impressed me greatly.,0,unacceptable
Pat cured of pneumonia.,0,unacceptable
The doctor arrived a new actor.,0,unacceptable
What table will he put the chair between and some sofa.,0,unacceptable
Medea wondered if that the potion was ready,0,unacceptable
Who is he reading a book that criticizes?,0,unacceptable
The elevator rumbled itself to the ground.,0,unacceptable
It said that Kim was happy.,0,acceptable
There was he in the garden.,0,unacceptable
"It is important the more you eat, the more careful to be.",0,unacceptable
Here's a razor for that you will be shaved with to be announced.,0,unacceptable
Did that he played the piano surprise you?,0,unacceptable
The president declared Smith as press secretary.,0,acceptable
I believe that the world is round strongly.,0,unacceptable
I believe that the problem is not easy to be obvious.,0,unacceptable
Heidi investigated John ate the cauliflower.,0,unacceptable
It was kissed the puppy.,0,unacceptable
Ellen warned for Helen to come.,0,unacceptable
"Tom picked, and I washed some turnips, and Suzie will prepare, these grapes.",0,unacceptable
Cheryl stood the shelf with books.,0,unacceptable
The painting stole from the museum.,0,unacceptable
I raw eat fish drunk.,0,unacceptable
That him won the race could surprise them.,0,unacceptable
It was John's that I stole bike.,0,unacceptable
I think if John likes his beer.,0,unacceptable
It's high time Fiona gets a job.,0,acceptable
They can very.,0,unacceptable
Packages drive easily.,0,unacceptable
I kicked me,0,unacceptable
Tom tends for Mary to avoid confrontations.,0,unacceptable
Any lion is rare.,0,acceptable
"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,unacceptable
Nathan showed to Benjamin it.,0,unacceptable
What did Bill confirm that Roger had eaten?,0,acceptable
Megan loves.,0,acceptable
John would be preferred to be the candidate.,0,unacceptable
Who do you believe that invited Sara?,0,acceptable
The old and new carts banged.,0,acceptable
That gets you so involved is the writer.,0,unacceptable
He does may leave here.,0,unacceptable
Fanny stopped talking when in came Aunt Norris.,0,unacceptable
John slipped in front of anyone who was there.,0,acceptable
the my dog is a terrier.,0,unacceptable
Whiskey do I drink.,0,unacceptable
The fig chuckled,0,acceptable
She always clad herself in black.,0,acceptable
few evidence was provided.,0,unacceptable
Tony has a Fiat to yearn for a tall nurse.,0,unacceptable
The secretary transcribed the record with the speech.,0,unacceptable
Ellen and Helen conferred together.,0,acceptable
Calvin not will eat the beef waffles.,0,unacceptable
He's a too reliable man.,0,unacceptable
Wash himself.,0,unacceptable
Can will he do it?,0,unacceptable
My nephew could write letters the postcards to his parents.,0,unacceptable
Better you not drink.,0,unacceptable
I insist in seeing all the students who started out the term in my class through.,0,acceptable
Ayala went to the ball and Jonathan Stubbs chatted to.,0,unacceptable
Bob is too thin for me to be able to squeeze into jacket.,0,unacceptable
Bill understands himself and Mary.,0,acceptable
They are readable of the paper.,0,unacceptable
"Who had Poseidon run away, before the executioner murdered?",0,unacceptable
I doubt if you to help me in understanding this.,0,unacceptable
I handed the ball.,0,acceptable
The foxes seem compatible for the chickens.,0,unacceptable
"The most you want, the least you eat.",0,acceptable
Did that Medea killed her children upset Jason?,0,acceptable
The captain named the ship as Seafarer.,0,acceptable
when time will you be there.,0,unacceptable
It seemed to be intelligent.,0,acceptable
The hot potato had several hundred people yelling for me to put it down gently.,0,acceptable
I gave the package to London.,0,acceptable
He kicked herself,0,unacceptable
To whom is she trying to make up now?,0,acceptable
Any woman standing under that tree is Mary's friend.,0,acceptable
There ran a little boy in the yard.,0,acceptable
Calvin not will eat the beef waffles.,0,unacceptable
Mira blamed the accident on Terry.,1,acceptable
Mark terrified me with his single mindedness.,1,acceptable
I forgot to return the book that I borrowed from the teacher.,1,acceptable
He dared not argue against his parents.,1,acceptable
I had the strangest feeling that I knew you.,1,acceptable
Susan hopes that she will sleep.,1,acceptable
The cottage which Mrs Dashwood accepted was very small.,1,acceptable
Gilgamesh hasn't kissed Ishtar.,1,acceptable
There exist few solutions which are cost-effective.,1,acceptable
It has rained every day for the last week.,1,acceptable
Everyone likes himself.,1,acceptable
Mary told Bill that John was elected.,1,acceptable
The ball kicked a man.,1,unacceptable
The jeweller inscribed the ring with the name.,1,acceptable
The window broke from the force of the wind.,1,acceptable
I prefer for the girl to put a picture there.,1,acceptable
What John told us is that he wants to quit school.,1,acceptable
Reading Shakespeare satisfied me,1,acceptable
Mary did not avoid Bill.,1,acceptable
Who do you think you saw?,1,acceptable
A man kicked that ball.,1,acceptable
Has Bill eaten his tuna?,1,acceptable
Birds sang in the trees.,1,acceptable
You walk.,1,acceptable
The men would not all have been working.,1,acceptable
Clinton supported the health care bill.,1,acceptable
Mary swam as many more laps than Joan as Linda.,1,unacceptable
George gave Jessica the book.,1,acceptable
I showed few boys any of the books.,1,acceptable
Catherine did her homework.,1,acceptable
Pick any flower.,1,acceptable
Aliza wriggled her tooth loose.,1,acceptable
Donna fixed a sandwich for me.,1,acceptable
He washed himself.,1,acceptable
His yearbook picture gives Tom the creeps.,1,acceptable
Linda taped the box with two-sided tape.,1,acceptable
That Louise had abandoned the project surprised everyone.,1,acceptable
Every child should have a daily glass of milk.,1,acceptable
The shock touched off the explosion.,1,acceptable
Cynthia nibbled at the carrot .,1,acceptable
She speaks too clearly.,1,acceptable
That our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion.,1,acceptable
"We like our friends and they like their friends, too.",1,acceptable
Edmund wanted Fanny to be able to ride a horse.,1,acceptable
Every boy named every planet.,1,unacceptable
Sam gave the cloak to Lee and the magic chalice to Matthew.,1,acceptable
The president appointed Smith as press secretary.,1,acceptable
The woman who was here believed that the man was ill.,1,acceptable
I shipped the package all the way around the world.,1,acceptable
What did she eat?,1,acceptable
I wanted Jimmy for to come with me.,1,unacceptable
"Sally might be pregnant, and I believe that Sheila definitely is pregnant.",1,acceptable
Nora brought Pamela the book.,1,acceptable
I have six too many marbles.,1,acceptable
Isn't Bill sick?,1,acceptable
Phyllis dyed the dress.,1,acceptable
John tries not to meet Mary.,1,acceptable
You may pick any five flowers.,1,acceptable
Bill is sick.,1,acceptable
The butler polished the silver.,1,acceptable
The joggers ran their Nikes threadbare.,1,acceptable
Benjamin gave Lee the cloak.,1,acceptable
The clown amused the little children.,1,acceptable
To train his horse would be desirable.,1,acceptable
"The more articles he reads, the fewer people he thinks under the current circumstances will go into linguistics.",1,acceptable
I've got to try and I've got to find that screw.,1,acceptable
The man that chased Fido returned.,1,acceptable
Aphrodite frees animals,1,acceptable
The agents caught the terrorist.,1,acceptable
The torpedo sank the boat.,1,acceptable
Bill's mother's friends are waiting at the restaurant.,1,acceptable
The builders made the wall with concrete blocks.,1,acceptable
"Because they hated him, the druids forced Jason to live in a cupboard",1,acceptable
Tom ran the soles off his shoes.,1,acceptable
He looked at a book about swimming.,1,acceptable
"We didn't keep a list of the names, but the President thanked every soldier who had fought in the Gulf War.",1,acceptable
I cut the bread with this knife.,1,acceptable
The train reached the station fully.,1,acceptable
The baby is heavy.,1,acceptable
The army destroyed the palace.,1,acceptable
It would be difficult to please John.,1,acceptable
Kick them!,1,acceptable
That anybody ever left at all is impossible.,1,acceptable
Pavarotti relied on Loren and Bond on Hepburn.,1,unacceptable
The cup emptied of water onto the ground.,1,acceptable
I'll work on it if you do.,1,acceptable
It was such an awful picture that I tore it up.,1,acceptable
Betsy loves herself in blue leather.,1,acceptable
The puppy was kissed.,1,acceptable
Carol cut herself on the thumb.,1,acceptable
The color red seems to be his favorite color.,1,acceptable
Cornelia lodged with the Smiths.,1,acceptable
"John, because he's such a nice guy, would like that.",1,acceptable
For John to train his horse would be desirable.,1,acceptable
The writers of none of the reports.,1,acceptable
"I'm not shocked by the idea that the more you eat, the less you want.",1,acceptable
John inquired which book he should read.,1,acceptable
John wagered there to have been a stranger in that haunted house.,1,unacceptable
Tony broke the crystal vase.,1,acceptable
John has a hole in the upper right-hand corner of his quilt.,1,acceptable
He seems intelligent to study medicine.,1,unacceptable
Jason intended for him to learn magic.,1,acceptable
It is an argument that people think will never end in Egypt.,1,acceptable
Ivan got a headache on Wednesday from the disgruntled students of phonology from Michigan.,1,acceptable
The room reeked of onions.,1,acceptable
Fred must both have been singing songs and have been drinking beer.,1,acceptable
John's quilt has a hole in its upper right-hand corner.,1,acceptable
The mouse nibbled the cheese.,1,acceptable
John seems to fix the computer.,1,acceptable
Most dragons have been neutered.,1,acceptable
Mary talked to any student who was angry.,1,acceptable
We decided to paint the bathroom a lurid lime green colour.,1,acceptable
Matt kissed her.,1,acceptable
Tom offered advice to his students with love.,1,acceptable
Fred gave flowers to his sweetie because Frank had.,1,unacceptable
Juliet says that Romeo lies to his parents a lot.,1,acceptable
The two boys looked the word up.,1,acceptable
"José ate cabbage, and Holly has too.",1,unacceptable
Any pilot must be out flying planes today.,1,acceptable
"When John eats more, keep your mouth shut tighter, OK?",1,unacceptable
How likely to win is he?,1,acceptable
He gave that girl my binoculars.,1,acceptable
"This information could have been released by Gorbachev, but he chose not to.",1,acceptable
I was hunting.,1,acceptable
Any bird flies.,1,acceptable
Students sent letters to the teacher.,1,acceptable
"Intelligent though he may seem, he does not seem deep.",1,acceptable
The boys all should could go,1,unacceptable
A loud cry echoed through the hall.,1,acceptable
She swatted him.,1,acceptable
Alison poked the needle through the denim.,1,acceptable
the box we put the books in is sealed.,1,acceptable
Where did you send the bicycle? To Rome.,1,acceptable
They investigated the problem.,1,acceptable
I went to the store and bought some whiskey.,1,acceptable
Those pigs love truffles,1,acceptable
The window was broken by a hammer.,1,acceptable
Mike quipped that she never wore this hat.,1,acceptable
Brandon read every book that Megan did.,1,acceptable
Bill cooked the rice.,1,acceptable
My eyes are itching.,1,acceptable
He has a rail pass that's right for you.,1,acceptable
I hit the ball.,1,acceptable
They ignored the suggestion that Lee lied.,1,acceptable
The committee was unanimous in their decision.,1,unacceptable
I spared him the trouble.,1,acceptable
Mary has more friends than just Bill and Pete.,1,acceptable
Traci gave the whale a lollipop.,1,acceptable
Ellen complained about the situation to Helen.,1,acceptable
"It's obvious that, although he's a nice guy, John isn't too bright.",1,acceptable
"John asked me to put the clothes in the cupboard, and to annoy him I really stuffed them there.",1,acceptable
She would never believe that story.,1,acceptable
Everyone of us be given a prize.,1,unacceptable
Those days Bill offered Mary everything he cooked.,1,acceptable
The president's bodyguard learned surveillance.,1,acceptable
Tourists admire paintings.,1,acceptable
Mary is faster than John is.,1,acceptable
The cats ate the spider.,1,acceptable
I both went to the store and bought some whiskey.,1,acceptable
The sky cleared.,1,acceptable
"How much harder has it rained, the faster a flow you see in the river?",1,unacceptable
"Bob is very serious about Mary, but less so than Paul.",1,acceptable
Harry likes movies.,1,acceptable
Paula hit at the fence.,1,acceptable
Terry touched the cat.,1,acceptable
The building's roof is leaking.,1,acceptable
Students objected to the teacher.,1,acceptable
"Sandy must have, too.",1,acceptable
They want to write to her.,1,acceptable
